page,lang,surface,category,href,text,testid,matched_by,file_lines,source_labels,tracking
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/seguranca-juridica-da-llc-e-protecao-patrimonial-a-vantagem,Segurança jurídica da LLC e protecção patrimonial: a vantagem,,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos,"Começa hoje, 100% online",,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/como-constituir-uma-llc-americana-passo-a-passo-guia,Como constituir uma LLC americana passo a passo: guia completo,,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/documentos-da-llc-quais-precisa-e-como-organiza-los,Documentos da LLC: quais precisa e como organizá-los,,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/registered-agent-o-que-e-e-por-que-e-obrigatorio-para-sua,Registered Agent: o que é e por que é obrigatório para a sua LLC,,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.fincen.gov/boi,fincen.gov/boi,,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/diferenca-llc-vs-corporation-s-corp-c-corp-guia,"diferenças entre LLC, Corporation, S-Corp e C-Corp",,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/agendar,Marque uma sessão com a equipa Exentax,,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,whatsapp,https://wa.me/34614916910?text=Ol%C3%A1%20Exentax%2C%20estou%20a%20ler%20%22Vamos%20falar%20de%20dinheiro%2C%20diretamente%20e%20sem%20rodeios%22%20e%20quero%20falar%20com%20um%20consultor%20sobre%20o%20meu%20caso.,WhatsApp,,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos,página de serviços,,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,tel,tel:+34614916910,+34 614 916 910,,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/llc-wyoming,página de LLC no Wyoming,,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/obtenha-seu-itin,Obtenha o seu ITIN com a Exentax,,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos,Ver todos os serviços,,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://twitter.com/intent/tweet?text=Quanto%20custa%20uma%20LLC%20americana%20a%2024%20meses%3F%20An%C3%A1lise%20honesta%20para%20n%C3%A3o%20residentes&url=https%3A%2F%2Fexentax.com%2Fpt%2Fblog%2Fquanto-custa-constituir-uma-llc-americana-analise-completa,,share-x,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,whatsapp,https://wa.me/?text=Quanto%20custa%20uma%20LLC%20americana%20a%2024%20meses%3F%20An%C3%A1lise%20honesta%20para%20n%C3%A3o%20residentes%20https%3A%2F%2Fexentax.com%2Fpt%2Fblog%2Fquanto-custa-constituir-uma-llc-americana-analise-completa,,share-whatsapp,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fexentax.com%2Fpt%2Fblog%2Fquanto-custa-constituir-uma-llc-americana-analise-completa,,share-facebook,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.linkedin.com/sharing/share-offsite/?url=https%3A%2F%2Fexentax.com%2Fpt%2Fblog%2Fquanto-custa-constituir-uma-llc-americana-analise-completa,,share-linkedin,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos,Ver todos os serviços,button-post-agendar,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,whatsapp,https://wa.me/34614916910?text=Ol%C3%A1%2C%20gostaria%20de%20perceber%20como%20%C3%A9%20o%20vosso%20processo%20de%20constitui%C3%A7%C3%A3o%20e%20manuten%C3%A7%C3%A3o%20de%20LLC.%20Podemos%20falar%3F,Vamos falar pelo WhatsApp,button-post-whatsapp,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#custos-de-constituicao-uma-vez,Custos de constituição (uma vez),toc-link-custos-de-constituicao-uma-vez,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#novo-mexico,Novo México,toc-link-novo-mexico,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#wyoming,Wyoming,toc-link-wyoming,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#delaware,Delaware,toc-link-delaware,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#custos-de-manutencao-anuais,Custos de manutenção (anuais),toc-link-custos-de-manutencao-anuais,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#novo-mexico-sem-annual-report-estadual,Novo México: sem Annual Report estadual,toc-link-novo-mexico-sem-annual-report-estadual,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#wyoming-2,Wyoming,toc-link-wyoming-2,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#delaware-2,Delaware,toc-link-delaware-2,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#que-estado-encaixa-no-seu-perfil-comparativo-honesto-por-caso-real,Que estado encaixa no seu perfil? Comparativo honesto por caso real,toc-link-que-estado-encaixa-no-seu-perfil-comparativo-honesto-por-caso-real,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#o-custo-real-da-sua-llc-a-24-meses,O custo real da sua LLC a 24 meses,toc-link-o-custo-real-da-sua-llc-a-24-meses,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#cenario-a-freelancer-no-novo-mexico-perfil-austero,Cenário A — Freelancer no Novo México (perfil austero),toc-link-cenario-a-freelancer-no-novo-mexico-perfil-austero,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#cenario-b-agencia-no-wyoming-perfil-equilibrado,Cenário B — Agência no Wyoming (perfil equilibrado),toc-link-cenario-b-agencia-no-wyoming-perfil-equilibrado,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#cenario-c-saas-no-delaware-perfil-corporate,Cenário C — SaaS no Delaware (perfil corporate),toc-link-cenario-c-saas-no-delaware-perfil-corporate,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#o-que-nao-muda-entre-os-tres-cenarios,O que NÃO muda entre os três cenários,toc-link-o-que-nao-muda-entre-os-tres-cenarios,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#o-custo-de-nao-constituir-llc,O custo de NÃO constituir LLC,toc-link-o-custo-de-nao-constituir-llc,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#mas-nao-ha-servicos-que-fazem-isto-por-49-dolares,"""Mas não há serviços que fazem isto por 49 dólares?""",toc-link-mas-nao-ha-servicos-que-fazem-isto-por-49-dolares,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#o-que-inclui-a-exentax-sem-letras-pequenas-nem-custos-ocultos,O que inclui a Exentax (sem letras pequenas nem custos ocultos),toc-link-o-que-inclui-a-exentax-sem-letras-pequenas-nem-custos-ocultos,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#referencias-legais-e-regulamentares,Referências legais e regulamentares,toc-link-referencias-legais-e-regulamentares,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#factos-bancarios-e-fiscais-a-precisar,Factos bancários e fiscais a precisar,toc-link-factos-bancarios-e-fiscais-a-precisar,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#notas-por-provedor,Notas por provedor,toc-link-notas-por-provedor,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#sobre-o-mesmo-tema,Sobre o mesmo tema,toc-link-sobre-o-mesmo-tema,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#factos-legais-e-de-procedimento,Factos legais e de procedimento,toc-link-factos-legais-e-de-procedimento,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#pontos-chave,Pontos-chave,toc-link-pontos-chave,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#lembrete-pratico,Lembrete prático,toc-link-lembrete-pratico,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#perguntas-frequentes,Perguntas frequentes,toc-link-perguntas-frequentes,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#o-custo-real-de-constituir-uma-llc-metodo-exentax,"O custo real de constituir uma LLC, método Exentax",toc-link-o-custo-real-de-constituir-uma-llc-metodo-exentax,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/registered-agent-o-que-e-e-por-que-e-obrigatorio-para-sua,GuiasRegistered Agent: o que é e por que é obrigatório para sua LLCToda LLC nos ,bottom-related-registered-agent-que-es-por-que-necesitas,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/como-constituir-uma-llc-americana-passo-a-passo-guia,GuiasComo constituir uma LLC americana passo a passo: guia completoConstituir um,bottom-related-constituir-llc-proceso-paso-a-paso,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/llc-estados-unidos-guia-completo-nao-residentes-2026,GuiasLLC nos Estados Unidos: guia completo para não residentes em 2026Tudo o que,bottom-related-llc-estados-unidos-guia-completa-2026,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt,,link-footer-home,testid,client/src/components/layout/Footer.tsx:158,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.instagram.com/exentax.global/,,link-footer-social-instagram,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.tiktok.com/@exentax,,link-footer-social-tiktok,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://youtube.com/@exentax?si=ECt7CjRMpI9ZRrPQ,,link-footer-social-youtube,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.facebook.com/share/1Auhteo8Ad/?mibextid=wwXIfr,,link-footer-social-facebook,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,whatsapp,https://wa.me/34614916910?text=Ol%C3%A1%2C%20busco%20uma%20LLC%20com%20blindagem%20patrimonial%20premium%20e%20ponte%20para%20o%20mercado%20hispano%20de%20Miami%2C%20sem%20viajar%20aos%20EUA.%20Podemos%20conversar%3F,,link-footer-social-whatsapp,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt,Estrutura fiscal internacional,link-footer-estrutura-fiscal-internacional,url,client/src/components/layout/Footer.tsx:158 | client/src/components/layout/Navbar.tsx:226 | client/src/components/layout/NavbarFunnel.tsx:15 | client/src/pages/not-found.tsx:32 | client/src/pages/start.tsx:346,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos,Serviços,link-footer-serviços,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/llc-novo-mexico,Novo México,link-footer-novo-méxico,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/llc-wyoming,Wyoming,link-footer-wyoming,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/llc-delaware,Delaware,link-footer-delaware,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/llc-florida,Flórida,link-footer-flórida,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/obtenha-seu-itin,Solicite seu ITIN,link-footer-solicite-seu-itin,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/como-trabalhamos,Como trabalhamos,link-footer-como-trabalhamos,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/perguntas-frequentes,Perguntas frequentes,link-footer-perguntas-frequentes,url,client/src/components/sections/HomeFAQ.tsx:48 | client/src/pages/services-sections.tsx:419,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog,Guias fiscais,link-footer-guias-fiscais,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/agendar,Fale connosco,link-footer-fale-connosco,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/termos,Termos,link-footer-pt/legal/termos,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/privacidade,Privacidade,link-footer-pt/legal/privacidade,url,client/src/components/layout/Footer.tsx:79 | client/src/pages/start.tsx:360,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/cookies,Cookies,link-footer-pt/legal/cookies,url,client/src/components/CookieBanner.tsx:161 | client/src/pages/start.tsx:356,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/reembolsos,Reembolsos,link-footer-pt/legal/reembolsos,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/aviso-legal,Aviso legal,link-footer-pt/legal/aviso-legal,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,mailto,mailto:hola@exentax.com,hola@exentax.com,link-footer-email,testid,client/src/components/layout/Footer.tsx:228,,footer_contact
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,whatsapp,https://wa.me/34614916910?text=Ol%C3%A1%2C%20gostaria%20de%20falar%20com%20algu%C3%A9m%20da%20equipa%20sobre%20montar%20uma%20LLC%20pronta%20para%20investidores%20e%20M%26A%2C%20com%20ITIN%20tirado%20sem%20viajar%20aos%20EUA.,+34 614 916 910,link-footer-whatsapp-contact,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.trustpilot.com/review/exentax.com,,link-trustpilot-footer,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/privacidade,Política de Privacidade,,url,client/src/components/layout/Footer.tsx:79 | client/src/pages/start.tsx:360,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/agendar,Consultoria fiscal · 30 min,button-floating-cta,testid,client/src/components/layout/FloatingMobileCTA.tsx:65,,floating_mobile_book
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,whatsapp,https://wa.me/34614916910?text=Ol%C3%A1%2C%20busco%20uma%20LLC%20com%20blindagem%20patrimonial%20premium%20e%20ponte%20para%20o%20mercado%20hispano%20de%20Miami%2C%20sem%20viajar%20aos%20EUA.%20Podemos%20conversar%3F,WhatsApp,button-floating-whatsapp,,,,
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/cookies,Política de cookies,,url,client/src/components/CookieBanner.tsx:161 | client/src/pages/start.tsx:356,,
/ca,ca,home,anchor,#main-content,Salta al contingut principal,link-skip-to-main,,,,
/ca,ca,home,internal,/ca,,link-home,testid,client/src/components/layout/Navbar.tsx:226,,
/ca,ca,home,internal,/ca,Estructura fiscalEstructura fiscal internacional,nav-estructura-fiscal,url,client/src/components/layout/Footer.tsx:158 | client/src/components/layout/Navbar.tsx:226 | client/src/components/layout/NavbarFunnel.tsx:15 | client/src/pages/not-found.tsx:32 | client/src/pages/start.tsx:346,,
/ca,ca,home,internal,/ca/com-treballem,Com treballemCom treballem,nav-com-treballem,,,,
/ca,ca,home,internal,/ca/serveis,Veure tots els serveisDiagnòstic estratègic per triar la jurisdicció que millor ,nav-services-our_services,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
/ca,ca,home,internal,/ca/serveis/llc-nou-mexic,LLC a Nou MèxicEstructura discreta amb anonimat registral i càrrega administrati,nav-services-service_llc_nm,,,,
/ca,ca,home,internal,/ca/serveis/llc-wyoming,LLC a WyomingL'estàndard global en blindatge patrimonial: privacitat reforçada i,nav-services-service_llc_wy,,,,
/ca,ca,home,internal,/ca/serveis/llc-delaware,"LLC a DelawareLa jurisdicció de referència per a founders i fons, exigida en ron",nav-services-service_llc_de,,,,
/ca,ca,home,internal,/ca/serveis/llc-florida,LLC a FloridaDomicili operatiu tangible als EUA amb accés bancari directe i posi,nav-services-service_llc_fl,,,,
/ca,ca,home,internal,/ca/serveis/obte-el-teu-itin,"Tramita el teu ITINLa teva identitat fiscal als EUA per obrir comptes, signar co",nav-services-service_itin,,,,
/ca,ca,home,internal,/ca/sobre-les-llc,Sobre les LLC,nav-sobre-les-llc,,,,
/ca,ca,home,internal,/ca/preguntes-frequents,FAQPreguntes freqüents,nav-faq,url,client/src/components/sections/HomeFAQ.tsx:48 | client/src/pages/services-sections.tsx:419,,
/ca,ca,home,internal,/ca/blog,GuiesGuies fiscals,nav-guies,,,,
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20acabo%20de%20veure%20Exentax%20i%20tinc%20curiositat%3A%20podria%20pagar%20menys%20impostos%20del%20que%20pago%20ara%3F%20Quan%20podr%C3%ADem%20parlar%20un%20moment%3F,WhatsApp,button-whatsapp-nav,,,,
/ca,ca,home,internal,/ca/agendar,Reservar assessoria,button-agendar-nav,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/ca,ca,home,internal,/ca,Estructura fiscal internacional,mobile-nav-estructura-fiscal-internacional,url,client/src/components/layout/Footer.tsx:158 | client/src/components/layout/Navbar.tsx:226 | client/src/components/layout/NavbarFunnel.tsx:15 | client/src/pages/not-found.tsx:32 | client/src/pages/start.tsx:346,,
/ca,ca,home,internal,/ca/com-treballem,Com treballem,mobile-nav-com-treballem,,,,
/ca,ca,home,internal,/ca/sobre-les-llc,Sobre les LLC,mobile-nav-sobre-les-llc,,,,
/ca,ca,home,internal,/ca/preguntes-frequents,Preguntes freqüents,mobile-nav-preguntes-freqüents,url,client/src/components/sections/HomeFAQ.tsx:48 | client/src/pages/services-sections.tsx:419,,
/ca,ca,home,internal,/ca/blog,Guies fiscals,mobile-nav-guies-fiscals,,,,
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20acabo%20de%20veure%20Exentax%20i%20tinc%20curiositat%3A%20podria%20pagar%20menys%20impostos%20del%20que%20pago%20ara%3F%20Quan%20podr%C3%ADem%20parlar%20un%20moment%3F,Parlar per WhatsApp,mobile-nav-hablemos,,,,
/ca,ca,home,internal,/ca/agendar,Reservar assessoria,mobile-nav-agendar,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/ca,ca,home,internal,/ca/agendar,Optimitzar la meva fiscalitat,button-hero-agendar,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20m'interessa%20optimitzar%20la%20meva%20situaci%C3%B3%20fiscal.%20He%20vist%20el%20que%20feu%20a%20Exentax%20i%20m'agradaria%20entendre%20si%20una%20LLC%20t%C3%A9%20sentit%20per%20al%20meu%20cas.%20Podem%20parlar%3F,Parlar amb un assessor,button-hero-whatsapp,,,,
/ca,ca,home,external,https://www.trustpilot.com/review/exentax.com,5.0★Com ens valoren els clients,stat-2,,,,
/ca,ca,home,internal,/ca/agendar,Reserva la teva assessoria ara,button-forwho-agendar,testid,client/src/components/sections/ForWho.tsx:150,,for_who_bottom
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20us%20escric%20perqu%C3%A8%20crec%20que%20encaixo%20amb%20el%20perfil%20dels%20vostres%20clients.%20M'agradaria%20entendre%20si%20puc%20reduir%20la%20meva%20c%C3%A0rrega%20fiscal.%20Quan%20podr%C3%ADem%20parlar%3F,Parlar per WhatsApp,button-forwho-whatsapp,,,,
/ca,ca,home,internal,/ca/blog/auditoria-rapida-de-la-teva-llc-en-30-minuts-12-punts-per,Veure com auditem la teva LLC,button-existing-llc-audit-home,,,,
/ca,ca,home,internal,/ca/agendar,Reservar revisió,button-existing-llc-book-home,url,client/src/components/layout/FloatingMobileCTA.tsx:65 | client/src/components/layout/Navbar.tsx:388 | client/src/components/layout/Navbar.tsx:527 | client/src/components/layout/NavbarFunnel.tsx:21 | client/src/components/sections/FAQ.tsx:256 | client/src/components/sections/ForWho.tsx:150 | client/src/components/sections/Hero.tsx:113 | client/src/components/sections/HomeFinalCTA.tsx:56 | client/src/components/sections/HowItWorks.tsx:170 | client/src/components/sections/WhyUs.tsx:82 | client/src/pages/about-llc.tsx:52 | client/src/pages/abrir-llc.tsx:834 | client/src/pages/abrir-llc.tsx:990 | client/src/pages/how-we-work.tsx:111 | client/src/pages/how-we-work.tsx:234 | client/src/pages/services-sections.tsx:468 | client/src/pages/services.tsx:58 | client/src/pages/services/ServiceSubpage.tsx:153 | client/src/pages/services/ServiceSubpage.tsx:433 | client/src/pages/start.tsx:148 | client/src/pages/start.tsx:296,,
/ca,ca,home,internal,/ca/blog/auditoria-rapida-de-la-teva-llc-en-30-minuts-12-punts-per,EinesAuditoria ràpida de la teva LLC en 30 minuts: 12 punts per revisar avuiLleg,existing-llc-post-auditoria-rapida-llc-12-puntos-30-minutos-home,,,,
/ca,ca,home,internal,/ca/blog/recuperar-una-llc-amb-boi-i-5472-endarrerits-procediment,ComplimentRecuperar una LLC amb BOI i 5472 endarrerits: procediment realLlegeix,existing-llc-post-recuperar-llc-boi-5472-atrasados-procedimiento-home,,,,
/ca,ca,home,internal,/ca/blog/vendre-o-tancar-la-teva-llc-comparativa-practica-per-prendre,ComparativesVendre o tancar la teva LLC: comparativa pràcticaLlegeix,existing-llc-post-vender-o-cerrar-llc-comparativa-practica-home,,,,
/ca,ca,home,internal,/ca/serveis,Reserva la teva assessoria ara,button-service-0-book,url,client/src/components/sections/Services.tsx:131 | client/src/pages/abrir-llc.tsx:838 | client/src/pages/abrir-llc.tsx:993 | client/src/pages/services/ServiceSubpage.tsx:441,,
