page,lang,surface,category,href,text,testid,hydration_timeout
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#cenario-b-agencia-no-wyoming-perfil-equilibrado,Cenário B — Agência no Wyoming (perfil equilibrado),toc-link-cenario-b-agencia-no-wyoming-perfil-equilibrado,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#cenario-c-saas-no-delaware-perfil-corporate,Cenário C — SaaS no Delaware (perfil corporate),toc-link-cenario-c-saas-no-delaware-perfil-corporate,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#o-que-nao-muda-entre-os-tres-cenarios,O que NÃO muda entre os três cenários,toc-link-o-que-nao-muda-entre-os-tres-cenarios,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#o-custo-de-nao-constituir-llc,O custo de NÃO constituir LLC,toc-link-o-custo-de-nao-constituir-llc,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#mas-nao-ha-servicos-que-fazem-isto-por-49-dolares,"""Mas não há serviços que fazem isto por 49 dólares?""",toc-link-mas-nao-ha-servicos-que-fazem-isto-por-49-dolares,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#o-que-inclui-a-exentax-sem-letras-pequenas-nem-custos-ocultos,O que inclui a Exentax (sem letras pequenas nem custos ocultos),toc-link-o-que-inclui-a-exentax-sem-letras-pequenas-nem-custos-ocultos,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#referencias-legais-e-regulamentares,Referências legais e regulamentares,toc-link-referencias-legais-e-regulamentares,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#factos-bancarios-e-fiscais-a-precisar,Factos bancários e fiscais a precisar,toc-link-factos-bancarios-e-fiscais-a-precisar,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#notas-por-provedor,Notas por provedor,toc-link-notas-por-provedor,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#sobre-o-mesmo-tema,Sobre o mesmo tema,toc-link-sobre-o-mesmo-tema,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#factos-legais-e-de-procedimento,Factos legais e de procedimento,toc-link-factos-legais-e-de-procedimento,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#pontos-chave,Pontos-chave,toc-link-pontos-chave,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#lembrete-pratico,Lembrete prático,toc-link-lembrete-pratico,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#perguntas-frequentes,Perguntas frequentes,toc-link-perguntas-frequentes,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,anchor,#o-custo-real-de-constituir-uma-llc-metodo-exentax,"O custo real de constituir uma LLC, método Exentax",toc-link-o-custo-real-de-constituir-uma-llc-metodo-exentax,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/registered-agent-o-que-e-e-por-que-e-obrigatorio-para-sua,GuiasRegistered Agent: o que é e por que é obrigatório para sua LLCToda LLC nos ,bottom-related-registered-agent-que-es-por-que-necesitas,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/como-constituir-uma-llc-americana-passo-a-passo-guia,GuiasComo constituir uma LLC americana passo a passo: guia completoConstituir um,bottom-related-constituir-llc-proceso-paso-a-paso,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog/llc-estados-unidos-guia-completo-nao-residentes-2026,GuiasLLC nos Estados Unidos: guia completo para não residentes em 2026Tudo o que,bottom-related-llc-estados-unidos-guia-completa-2026,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt,,link-footer-home,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.instagram.com/exentax.global/,,link-footer-social-instagram,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.tiktok.com/@exentax,,link-footer-social-tiktok,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://youtube.com/@exentax?si=ECt7CjRMpI9ZRrPQ,,link-footer-social-youtube,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.facebook.com/share/1Auhteo8Ad/?mibextid=wwXIfr,,link-footer-social-facebook,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,whatsapp,https://wa.me/34614916910?text=Ol%C3%A1%2C%20busco%20uma%20LLC%20com%20blindagem%20patrimonial%20premium%20e%20ponte%20para%20o%20mercado%20hispano%20de%20Miami%2C%20sem%20viajar%20aos%20EUA.%20Podemos%20conversar%3F,,link-footer-social-whatsapp,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt,Estrutura fiscal internacional,link-footer-estrutura-fiscal-internacional,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos,Serviços,link-footer-serviços,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/llc-novo-mexico,Novo México,link-footer-novo-méxico,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/llc-wyoming,Wyoming,link-footer-wyoming,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/llc-delaware,Delaware,link-footer-delaware,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/llc-florida,Flórida,link-footer-flórida,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/servicos/obtenha-seu-itin,Solicite seu ITIN,link-footer-solicite-seu-itin,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/como-trabalhamos,Como trabalhamos,link-footer-como-trabalhamos,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/perguntas-frequentes,Perguntas frequentes,link-footer-perguntas-frequentes,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/blog,Guias fiscais,link-footer-guias-fiscais,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/agendar,Fale connosco,link-footer-fale-connosco,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/termos,Termos,link-footer-pt/legal/termos,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/privacidade,Privacidade,link-footer-pt/legal/privacidade,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/cookies,Cookies,link-footer-pt/legal/cookies,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/reembolsos,Reembolsos,link-footer-pt/legal/reembolsos,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/aviso-legal,Aviso legal,link-footer-pt/legal/aviso-legal,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,mailto,mailto:hola@exentax.com,hola@exentax.com,link-footer-email,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,whatsapp,https://wa.me/34614916910?text=Ol%C3%A1%2C%20gostaria%20de%20falar%20com%20algu%C3%A9m%20da%20equipa%20sobre%20montar%20uma%20LLC%20pronta%20para%20investidores%20e%20M%26A%2C%20com%20ITIN%20tirado%20sem%20viajar%20aos%20EUA.,+34 614 916 910,link-footer-whatsapp-contact,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,external,https://www.trustpilot.com/review/exentax.com,,link-trustpilot-footer,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/privacidade,Política de Privacidade,,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/agendar,Consultoria fiscal · 30 min,button-floating-cta,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,whatsapp,https://wa.me/34614916910?text=Ol%C3%A1%2C%20busco%20uma%20LLC%20com%20blindagem%20patrimonial%20premium%20e%20ponte%20para%20o%20mercado%20hispano%20de%20Miami%2C%20sem%20viajar%20aos%20EUA.%20Podemos%20conversar%3F,WhatsApp,button-floating-whatsapp,false
/pt/blog/cuanto-cuesta-constituir-llc,pt,blog_post,internal,/pt/legal/cookies,Política de cookies,,false
/ca,ca,home,anchor,#main-content,Salta al contingut principal,link-skip-to-main,false
/ca,ca,home,internal,/ca,,link-home,false
/ca,ca,home,internal,/ca,Estructura fiscalEstructura fiscal internacional,nav-estructura-fiscal,false
/ca,ca,home,internal,/ca/com-treballem,Com treballemCom treballem,nav-com-treballem,false
/ca,ca,home,internal,/ca/serveis,Veure tots els serveisDiagnòstic estratègic per triar la jurisdicció que millor ,nav-services-our_services,false
/ca,ca,home,internal,/ca/serveis/llc-nou-mexic,LLC a Nou MèxicEstructura discreta amb anonimat registral i càrrega administrati,nav-services-service_llc_nm,false
/ca,ca,home,internal,/ca/serveis/llc-wyoming,LLC a WyomingL'estàndard global en blindatge patrimonial: privacitat reforçada i,nav-services-service_llc_wy,false
/ca,ca,home,internal,/ca/serveis/llc-delaware,"LLC a DelawareLa jurisdicció de referència per a founders i fons, exigida en ron",nav-services-service_llc_de,false
/ca,ca,home,internal,/ca/serveis/llc-florida,LLC a FloridaDomicili operatiu tangible als EUA amb accés bancari directe i posi,nav-services-service_llc_fl,false
/ca,ca,home,internal,/ca/serveis/obte-el-teu-itin,"Tramita el teu ITINLa teva identitat fiscal als EUA per obrir comptes, signar co",nav-services-service_itin,false
/ca,ca,home,internal,/ca/sobre-les-llc,Sobre les LLC,nav-sobre-les-llc,false
/ca,ca,home,internal,/ca/preguntes-frequents,FAQPreguntes freqüents,nav-faq,false
/ca,ca,home,internal,/ca/blog,GuiesGuies fiscals,nav-guies,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20acabo%20de%20veure%20Exentax%20i%20tinc%20curiositat%3A%20podria%20pagar%20menys%20impostos%20del%20que%20pago%20ara%3F%20Quan%20podr%C3%ADem%20parlar%20un%20moment%3F,WhatsApp,button-whatsapp-nav,false
/ca,ca,home,internal,/ca/agendar,Reservar assessoria,button-agendar-nav,false
/ca,ca,home,internal,/ca,Estructura fiscal internacional,mobile-nav-estructura-fiscal-internacional,false
/ca,ca,home,internal,/ca/com-treballem,Com treballem,mobile-nav-com-treballem,false
/ca,ca,home,internal,/ca/sobre-les-llc,Sobre les LLC,mobile-nav-sobre-les-llc,false
/ca,ca,home,internal,/ca/preguntes-frequents,Preguntes freqüents,mobile-nav-preguntes-freqüents,false
/ca,ca,home,internal,/ca/blog,Guies fiscals,mobile-nav-guies-fiscals,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20acabo%20de%20veure%20Exentax%20i%20tinc%20curiositat%3A%20podria%20pagar%20menys%20impostos%20del%20que%20pago%20ara%3F%20Quan%20podr%C3%ADem%20parlar%20un%20moment%3F,Parlar per WhatsApp,mobile-nav-hablemos,false
/ca,ca,home,internal,/ca/agendar,Reservar assessoria,mobile-nav-agendar,false
/ca,ca,home,internal,/ca/agendar,Optimitzar la meva fiscalitat,button-hero-agendar,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20m'interessa%20optimitzar%20la%20meva%20situaci%C3%B3%20fiscal.%20He%20vist%20el%20que%20feu%20a%20Exentax%20i%20m'agradaria%20entendre%20si%20una%20LLC%20t%C3%A9%20sentit%20per%20al%20meu%20cas.%20Podem%20parlar%3F,Parlar amb un assessor,button-hero-whatsapp,false
/ca,ca,home,external,https://www.trustpilot.com/review/exentax.com,5.0★Com ens valoren els clients,stat-2,false
/ca,ca,home,internal,/ca/agendar,Reserva la teva assessoria ara,button-forwho-agendar,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20us%20escric%20perqu%C3%A8%20crec%20que%20encaixo%20amb%20el%20perfil%20dels%20vostres%20clients.%20M'agradaria%20entendre%20si%20puc%20reduir%20la%20meva%20c%C3%A0rrega%20fiscal.%20Quan%20podr%C3%ADem%20parlar%3F,Parlar per WhatsApp,button-forwho-whatsapp,false
/ca,ca,home,internal,/ca/blog/auditoria-rapida-de-la-teva-llc-en-30-minuts-12-punts-per,Veure com auditem la teva LLC,button-existing-llc-audit-home,false
/ca,ca,home,internal,/ca/agendar,Reservar revisió,button-existing-llc-book-home,false
/ca,ca,home,internal,/ca/blog/auditoria-rapida-de-la-teva-llc-en-30-minuts-12-punts-per,EinesAuditoria ràpida de la teva LLC en 30 minuts: 12 punts per revisar avuiLleg,existing-llc-post-auditoria-rapida-llc-12-puntos-30-minutos-home,false
/ca,ca,home,internal,/ca/blog/recuperar-una-llc-amb-boi-i-5472-endarrerits-procediment,ComplimentRecuperar una LLC amb BOI i 5472 endarrerits: procediment realLlegeix,existing-llc-post-recuperar-llc-boi-5472-atrasados-procedimiento-home,false
/ca,ca,home,internal,/ca/blog/vendre-o-tancar-la-teva-llc-comparativa-practica-per-prendre,ComparativesVendre o tancar la teva LLC: comparativa pràcticaLlegeix,existing-llc-post-vender-o-cerrar-llc-comparativa-practica-home,false
/ca,ca,home,internal,/ca/serveis,Reserva la teva assessoria ara,button-service-0-book,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20m'interessa%20optimitzar%20la%20meva%20situaci%C3%B3%20fiscal.%20He%20vist%20el%20que%20feu%20a%20Exentax%20i%20m'agradaria%20entendre%20si%20una%20LLC%20t%C3%A9%20sentit%20per%20al%20meu%20cas.%20Podem%20parlar%3F,Parlar per WhatsApp,button-service-0-whatsapp,false
/ca,ca,home,internal,/ca/serveis,Reserva la teva assessoria ara,button-service-1-book,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20m'interessa%20optimitzar%20la%20meva%20situaci%C3%B3%20fiscal.%20He%20vist%20el%20que%20feu%20a%20Exentax%20i%20m'agradaria%20entendre%20si%20una%20LLC%20t%C3%A9%20sentit%20per%20al%20meu%20cas.%20Podem%20parlar%3F,Parlar per WhatsApp,button-service-1-whatsapp,false
/ca,ca,home,internal,/ca/agendar,Reserva la teva assessoria fiscal estratègica,button-step-cta-agendar,false
/ca,ca,home,internal,/ca/agendar,Reserva la teva assessoria fiscal estratègica,button-step-cta-agendar-mobile,false
/ca,ca,home,internal,/ca/agendar,Estructurar el meu negoci,button-howitworks-agendar,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20he%20vist%20com%20funciona%20el%20vostre%20proc%C3%A9s.%20M'agradaria%20comen%C3%A7ar%20i%20saber%20si%20encaixo%20amb%20el%20perfil%20de%20clients%20que%20busqueu.%20Quan%20podem%20parlar%3F,Parlar per WhatsApp,button-howitworks-whatsapp,false
/ca,ca,home,internal,/ca/agendar,Reserva la teva assessoria ara,button-whyus-agendar,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20he%20vist%20per%20qu%C3%A8%20triar%20Exentax%20i%20em%20conven%C3%A7%20l'enfocament.%20M'agradaria%20valorar%20si%20puc%20optimitzar%20la%20meva%20fiscalitat%20amb%20vosaltres.%20Podem%20parlar%3F,Parlar per WhatsApp,button-whyus-whatsapp,false
/ca,ca,home,external,https://www.trustpilot.com/review/exentax.com,Verificat a Trustpilot,link-trustpilot-verified,false
/ca,ca,home,external,https://es.trustpilot.com/reviews/69908071d4bb6c790a773fa3,Veure ressenya,button-review-sergio-ruiz,false
/ca,ca,home,external,https://es.trustpilot.com/reviews/6990ab44a16d0ceb1c3a5468,Veure ressenya,button-review-diego-santaella,false
/ca,ca,home,external,https://es.trustpilot.com/reviews/6990c59988c763d7ee8bebff,Veure ressenya,button-review-beatriz-munoz,false
/ca,ca,home,external,https://es.trustpilot.com/reviews/69d3c71c99c19dba903eda35,Veure ressenya,button-review-digitalonia,false
/ca,ca,home,external,https://es.trustpilot.com/reviews/69d69e1203cc0fe69be45054,Veure ressenya,button-review-jan-b,false
/ca,ca,home,external,https://es.trustpilot.com/reviews/69e09c8e232f4a490543b32d,Veure ressenya,button-review-tintali,false
/ca,ca,home,external,https://es.trustpilot.com/reviews/69f07d81ead3c12567bec5a8,Veure ressenya,button-review-alex-empre,false
/ca,ca,home,internal,/ca/preguntes-frequents,Veure totes les preguntes freqüents,button-home-faq-ver-todas,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Parlar%20per%20WhatsApp,Parlar per WhatsApp,button-home-faq-whatsapp,false
/ca,ca,home,internal,/ca/agendar,Reservar consulta gratuïta,cta-final-agendar,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%20Exentax%2C%20vinc%20de%20la%20p%C3%A0gina%20d'inici%20i%20vull%20parlar%20amb%20un%20assessor%20sobre%20el%20meu%20cas.,Parlar per WhatsApp,cta-final-whatsapp,false
/ca,ca,home,internal,/ca,,link-footer-home,false
/ca,ca,home,external,https://www.instagram.com/exentax.global/,,link-footer-social-instagram,false
/ca,ca,home,external,https://www.tiktok.com/@exentax,,link-footer-social-tiktok,false
/ca,ca,home,external,https://youtube.com/@exentax?si=ECt7CjRMpI9ZRrPQ,,link-footer-social-youtube,false
/ca,ca,home,external,https://www.facebook.com/share/1Auhteo8Ad/?mibextid=wwXIfr,,link-footer-social-facebook,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20busco%20una%20LLC%20amb%20cost%20m%C3%ADnim%2C%20blindatge%20patrimonial%20dels%20EUA%20i%20un%20pont%20catal%C3%A0%20cap%20al%20mercat%20llat%C3%AD.%20Podem%20parlar%20un%20moment%3F,,link-footer-social-whatsapp,false
/ca,ca,home,internal,/ca,Estructura fiscal internacional,link-footer-estructura-fiscal-internacional,false
/ca,ca,home,internal,/ca/serveis,Serveis,link-footer-serveis,false
/ca,ca,home,internal,/ca/serveis/llc-nou-mexic,Nou Mèxic,link-footer-nou-mèxic,false
/ca,ca,home,internal,/ca/serveis/llc-wyoming,Wyoming,link-footer-wyoming,false
/ca,ca,home,internal,/ca/serveis/llc-delaware,Delaware,link-footer-delaware,false
/ca,ca,home,internal,/ca/serveis/llc-florida,Florida,link-footer-florida,false
/ca,ca,home,internal,/ca/serveis/obte-el-teu-itin,Tramita el teu ITIN,link-footer-tramita-el-teu-itin,false
/ca,ca,home,internal,/ca/com-treballem,Com treballem,link-footer-com-treballem,false
/ca,ca,home,internal,/ca/preguntes-frequents,Preguntes freqüents,link-footer-preguntes-freqüents,false
/ca,ca,home,internal,/ca/blog,Guies fiscals,link-footer-guies-fiscals,false
/ca,ca,home,internal,/ca/agendar,Parla amb nosaltres,link-footer-parla-amb-nosaltres,false
/ca,ca,home,internal,/ca/legal/termes,Termes,link-footer-ca/legal/termes,false
/ca,ca,home,internal,/ca/legal/privacitat,Privacitat,link-footer-ca/legal/privacitat,false
/ca,ca,home,internal,/ca/legal/cookies,Cookies,link-footer-ca/legal/cookies,false
/ca,ca,home,internal,/ca/legal/reemborsaments,Reemborsaments,link-footer-ca/legal/reemborsaments,false
/ca,ca,home,internal,/ca/legal/avis-legal,Disclaimer,link-footer-ca/legal/avis-legal,false
/ca,ca,home,mailto,mailto:hola@exentax.com,hola@exentax.com,link-footer-email,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20m'agradaria%20parlar%20amb%20alg%C3%BA%20de%20l'equip%20sobre%20muntar%20una%20LLC%20amb%20blindatge%20patrimonial%20i%20ITIN%2C%20sense%20haver%20de%20viatjar%20als%20EUA.,+34 614 916 910,link-footer-whatsapp-contact,false
/ca,ca,home,external,https://www.trustpilot.com/review/exentax.com,,link-trustpilot-footer,false
/ca,ca,home,internal,/ca/legal/privacitat,Política de Privacitat,,false
/ca,ca,home,internal,/ca/agendar,Assessoria fiscal · 30 min,button-floating-cta,false
/ca,ca,home,whatsapp,https://wa.me/34614916910?text=Hola%2C%20busco%20una%20LLC%20amb%20cost%20m%C3%ADnim%2C%20blindatge%20patrimonial%20dels%20EUA%20i%20un%20pont%20catal%C3%A0%20cap%20al%20mercat%20llat%C3%AD.%20Podem%20parlar%20un%20moment%3F,WhatsApp,button-floating-whatsapp,false
/ca,ca,home,internal,/ca/legal/cookies,Política de galetes,,false
/ca/serveis,ca,services,anchor,#main-content,Salta al contingut principal,link-skip-to-main,false
/ca/serveis,ca,services,internal,/ca,,link-home,false
/ca/serveis,ca,services,internal,/ca,Estructura fiscalEstructura fiscal internacional,nav-estructura-fiscal,false
/ca/serveis,ca,services,internal,/ca/com-treballem,Com treballemCom treballem,nav-com-treballem,false
/ca/serveis,ca,services,internal,/ca/serveis,Veure tots els serveisDiagnòstic estratègic per triar la jurisdicció que millor ,nav-services-our_services,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-nou-mexic,LLC a Nou MèxicEstructura discreta amb anonimat registral i càrrega administrati,nav-services-service_llc_nm,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-wyoming,LLC a WyomingL'estàndard global en blindatge patrimonial: privacitat reforçada i,nav-services-service_llc_wy,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-delaware,"LLC a DelawareLa jurisdicció de referència per a founders i fons, exigida en ron",nav-services-service_llc_de,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-florida,LLC a FloridaDomicili operatiu tangible als EUA amb accés bancari directe i posi,nav-services-service_llc_fl,false
/ca/serveis,ca,services,internal,/ca/serveis/obte-el-teu-itin,"Tramita el teu ITINLa teva identitat fiscal als EUA per obrir comptes, signar co",nav-services-service_itin,false
/ca/serveis,ca,services,internal,/ca/sobre-les-llc,Sobre les LLC,nav-sobre-les-llc,false
/ca/serveis,ca,services,internal,/ca/preguntes-frequents,FAQPreguntes freqüents,nav-faq,false
/ca/serveis,ca,services,internal,/ca/blog,GuiesGuies fiscals,nav-guies,false
/ca/serveis,ca,services,whatsapp,https://wa.me/34614916910?text=Hola%2C%20acabo%20de%20veure%20Exentax%20i%20tinc%20curiositat%3A%20podria%20pagar%20menys%20impostos%20del%20que%20pago%20ara%3F%20Quan%20podr%C3%ADem%20parlar%20un%20moment%3F,WhatsApp,button-whatsapp-nav,false
/ca/serveis,ca,services,internal,/ca/agendar,Reservar assessoria,button-agendar-nav,false
/ca/serveis,ca,services,internal,/ca,Estructura fiscal internacional,mobile-nav-estructura-fiscal-internacional,false
/ca/serveis,ca,services,internal,/ca/com-treballem,Com treballem,mobile-nav-com-treballem,false
/ca/serveis,ca,services,internal,/ca/sobre-les-llc,Sobre les LLC,mobile-nav-sobre-les-llc,false
/ca/serveis,ca,services,internal,/ca/preguntes-frequents,Preguntes freqüents,mobile-nav-preguntes-freqüents,false
/ca/serveis,ca,services,internal,/ca/blog,Guies fiscals,mobile-nav-guies-fiscals,false
/ca/serveis,ca,services,whatsapp,https://wa.me/34614916910?text=Hola%2C%20acabo%20de%20veure%20Exentax%20i%20tinc%20curiositat%3A%20podria%20pagar%20menys%20impostos%20del%20que%20pago%20ara%3F%20Quan%20podr%C3%ADem%20parlar%20un%20moment%3F,Parlar per WhatsApp,mobile-nav-hablemos,false
/ca/serveis,ca,services,internal,/ca/agendar,Reservar assessoria,mobile-nav-agendar,false
/ca/serveis,ca,services,internal,/ca/agendar,Optimitzar la meva fiscalitat,button-precios-hero-agendar,false
/ca/serveis,ca,services,whatsapp,https://wa.me/34614916910?text=Hola.%20He%20vist%20els%20vostres%20plans%20i%20vull%20entendre%20quin%20encaixa%20millor%20amb%20la%20meva%20situaci%C3%B3%20fiscal.%20Podem%20parlar%3F,Parla amb nosaltres,button-precios-hero-whatsapp,false
/ca/serveis,ca,services,external,https://www.trustpilot.com/review/exentax.com,5.0★Com ens valoren els clients,stat-com-ens-valoren-els-clients,false
/ca/serveis,ca,services,internal,/ca/blog/auditoria-rapida-de-la-teva-llc-en-30-minuts-12-punts-per,Veure com auditem la teva LLC,button-existing-llc-audit-precios,false
/ca/serveis,ca,services,internal,/ca/agendar,Reservar revisió,button-existing-llc-book-precios,false
/ca/serveis,ca,services,internal,/ca/blog/auditoria-rapida-de-la-teva-llc-en-30-minuts-12-punts-per,EinesAuditoria ràpida de la teva LLC en 30 minuts: 12 punts per revisar avuiLleg,existing-llc-post-auditoria-rapida-llc-12-puntos-30-minutos-precios,false
/ca/serveis,ca,services,internal,/ca/blog/recuperar-una-llc-amb-boi-i-5472-endarrerits-procediment,ComplimentRecuperar una LLC amb BOI i 5472 endarrerits: procediment realLlegeix,existing-llc-post-recuperar-llc-boi-5472-atrasados-procedimiento-precios,false
/ca/serveis,ca,services,internal,/ca/blog/vendre-o-tancar-la-teva-llc-comparativa-practica-per-prendre,ComparativesVendre o tancar la teva LLC: comparativa pràcticaLlegeix,existing-llc-post-vender-o-cerrar-llc-comparativa-practica-precios,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-nou-mexic,"LLC a Nou MèxicLLC a Nou Mèxic: discreta, eficient i sense informe anualL'estat ",card-services-subpage-llc-nm,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-wyoming,LLC a WyomingLLC a Wyoming: privacitat forta i protecció patrimonialL'estat de r,card-services-subpage-llc-wy,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-delaware,LLC a DelawareLLC a Delaware: prestigi corporatiu i inversorsL'estàndard per a s,card-services-subpage-llc-de,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-florida,LLC a FloridaLLC a Florida: presència real i mercat hispàL'estat ideal quan vas ,card-services-subpage-llc-fl,false
/ca/serveis,ca,services,internal,/ca/serveis/obte-el-teu-itin,ITINObtén el teu ITIN com a no residentEl teu Individual Taxpayer Identification,card-services-subpage-itin,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-nou-mexic,Reservar una assessoria →,button-comparativa-agendar,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-nou-mexic,Sol·licitar constitució,button-solicitar-llc-0,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-wyoming,Sol·licitar constitució,button-solicitar-llc-1,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-delaware,Sol·licitar constitució,button-solicitar-llc-2,false
/ca/serveis,ca,services,internal,/ca/serveis/llc-florida,Sol·licitar constitució,button-solicitar-llc-3,false
/ca/serveis,ca,services,whatsapp,https://wa.me/34614916910?text=Hola.%20M'interessa%20la%20renovaci%C3%B3%20anual%20de%20la%20meva%20LLC%20a%20Nou%20M%C3%A8xic.%20Podem%20parlar%3F,Sol·licitar renovació,,false
/ca/serveis,ca,services,whatsapp,https://wa.me/34614916910?text=Hola.%20M'interessa%20la%20renovaci%C3%B3%20anual%20de%20la%20meva%20LLC%20a%20Wyoming.%20Podem%20parlar%3F,Sol·licitar renovació,,false
/ca/serveis,ca,services,whatsapp,https://wa.me/34614916910?text=Hola.%20M'interessa%20la%20renovaci%C3%B3%20anual%20de%20la%20meva%20LLC%20a%20Delaware.%20Podem%20parlar%3F,Sol·licitar renovació,,false
/ca/serveis,ca,services,whatsapp,https://wa.me/34614916910?text=Hola.%20M'interessa%20la%20renovaci%C3%B3%20anual%20de%20la%20meva%20LLC%20a%20Florida.%20Podem%20parlar%3F,Sol·licitar renovació,,false
/ca/serveis,ca,services,internal,/ca/preguntes-frequents,Veure totes les preguntes →,button-precios-ver-todas-preguntas,false
/ca/serveis,ca,services,whatsapp,https://wa.me/34614916910?text=Hola%2C%20vull%20una%20LLC%20amb%20blindatge%20patrimonial%20dels%20EUA%20i%20pont%20cap%20al%20mercat%20llat%C3%AD%2C%20sense%20haver%20de%20viatjar.%20Podem%20parlar%20per%20triar%20l'estat%20adequat%3F,Escriu-nos per WhatsApp,button-precios-faq-whatsapp,false
